S.No.,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Ageofcar,Brand_Class,Kilometers_Driven_log,Price_log
223,Hyderabad,107000,Diesel,Manual,First,21.03,1461,65.0,5.0,3.7,8,Low,11.580584113444043,1.308332819650179
224,Coimbatore,29161,Diesel,Automatic,First,19.27,2143,167.62,5.0,39.41,3,High,10.280587479087396,3.6740195912069122
225,Kolkata,32000,Petrol,Manual,First,22.5,998,67.04,5.0,2.65,8,Low,10.373491181781864,0.9745596399981308
226,Coimbatore,46173,Diesel,Manual,Second,19.01,1461,108.5,5.0,8.92,6,High,10.740150490648064,2.188295946591918
227,Delhi,47000,Diesel,Manual,First,17.8,1248,74.0,5.0,4.1,8,Low,10.757902880692196,1.410986973710262
228,Kochi,26327,Petrol,Automatic,First,16.82,1998,189.08,4.0,35.67,4,High,10.17835030752565,3.5743099993708003
229,Bangalore,70436,Diesel,Manual,First,20.0,1498,99.0,5.0,3.6,6,Low,11.162459775080668,1.2809338454620642
230,Jaipur,200000,Diesel,Manual,Second,17.2,1396,53.5,5.0,0.85,14,Low,12.206072645530174,-0.16251892949777494
232,Mumbai,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.6,9,High,10.714417768752456,1.2809338454620642
233,Hyderabad,64000,Diesel,Manual,First,22.9,1248,74.0,5.0,6.8,5,Low,11.06663836234181,1.916922612182061
234,Kolkata,41284,Diesel,Manual,First,20.0,1399,68.05,5.0,2.5,9,Low,10.628230294685824,0.9162907318741551
235,Kochi,14165,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.64,2,Low,9.558529412264617,2.97756830292632
236,Mumbai,67000,Diesel,Automatic,Second,11.72,2199,194.3,7.0,7.0,10,Low,11.112447898373103,1.9459101490553132
237,Kolkata,32572,Petrol,Manual,First,17.4,1497,117.3,5.0,3.87,10,Low,10.391208302587023,1.3532545070416904
238,Kochi,14960,Petrol,Manual,First,18.6,1197,81.83,5.0,6.27,3,Low,9.613135251528469,1.8357763546448294
239,Kochi,55980,Diesel,Automatic,First,19.27,2143,167.62,5.0,18.12,6,High,10.932749763069445,2.8970163006148333
241,Kochi,56847,Diesel,Manual,First,22.54,1396,88.73,5.0,7.2,6,Low,10.948118727337723,1.9740810260220096
242,Coimbatore,121374,Diesel,Manual,First,12.99,2494,100.6,7.0,14.3,6,Low,11.706631966630747,2.6602595372658615
243,Chennai,52000,Diesel,Manual,First,20.77,1248,88.76,7.0,6.9,8,Low,10.858998997563564,1.9315214116032138
244,Mumbai,118000,Diesel,Manual,First,12.8,2494,102.0,7.0,10.75,7,Low,11.678439903447801,2.3749057545736716
245,Mumbai,72000,Petrol,Manual,Third,17.0,1086,62.1,5.0,0.95,14,Low,11.184421397998193,-0.05129329438755058
246,Kochi,33915,Petrol,Manual,First,17.8,1497,117.3,5.0,8.09,5,Low,10.43161267338018,2.0906287310704004
247,Ahmedabad,82002,Diesel,Automatic,First,17.05,1995,184.0,5.0,18.5,7,High,11.314498916192855,2.917770732084279
248,Mumbai,33000,Diesel,Manual,First,24.0,1120,70.0,5.0,4.75,4,Low,10.404262840448617,1.55814461804655
249,Chennai,34000,Diesel,Manual,First,28.09,1248,88.5,5.0,8.45,5,Low,10.4341158035983,2.134166441369082
250,Kolkata,55000,Diesel,Manual,First,20.5,1598,103.6,5.0,3.5,9,Low,10.915088464214607,1.252762968495368
251,Kochi,160538,Diesel,Manual,First,13.1,1493,82.0,5.0,1.8,15,Low,11.986285953653564,0.5877866649021191
252,Jaipur,60000,Diesel,Manual,Second,19.91,1498,103.6,5.0,3.7,7,High,11.002099841204238,1.308332819650179
253,Coimbatore,49575,Petrol,Manual,First,18.7,1199,88.7,5.0,7.17,4,Low,10.811241953387997,1.969905654611529
254,Jaipur,83000,Petrol,Manual,First,19.81,1086,68.05,5.0,1.75,11,Low,11.326595886778735,0.5596157879354227
255,Kochi,51346,Diesel,Automatic,First,16.38,1995,183.0,5.0,21.99,3,Low,10.846342315535834,3.09058780456667
256,Pune,43000,Diesel,Manual,First,13.68,2393,147.8,7.0,18.65,4,Low,10.668955394675699,2.9258461460898246
257,Jaipur,35000,Petrol,Manual,Third,19.7,796,35.0,5.0,1.85,10,Low,10.46310334047155,0.6151856390902335
258,Coimbatore,27872,Petrol,Manual,Second,20.4,1197,81.8,5.0,5.95,4,Low,10.23537787965223,1.7833912195575383
259,Mumbai,16514,Petrol,Manual,First,18.9,1197,82.0,5.0,3.75,7,Low,9.711963784977375,1.3217558399823195
260,Pune,120000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.75,9,Low,11.695247021764184,1.3217558399823195
261,Hyderabad,143275,Diesel,Manual,First,22.0,1582,126.2,5.0,2.6,13,Low,11.872521139419938,0.9555114450274363
262,Hyderabad,99000,Petrol,Manual,First,17.0,1086,62.1,5.0,1.75,15,Low,11.502875129116727,0.5596157879354227
263,Mumbai,52000,Petrol,Manual,First,17.0,1197,80.0,5.0,2.8,11,Low,10.858998997563564,1.0296194171811581
264,Coimbatore,29819,Diesel,Automatic,First,11.57,2987,254.79,5.0,61.29,4,High,10.302901053215857,4.11561669749764
265,Bangalore,57000,Diesel,Manual,Second,15.8,2148,170.0,5.0,18.0,7,High,10.950806546816688,2.8903717578961645
266,Hyderabad,88500,Diesel,Manual,First,23.2,1248,73.94,5.0,4.35,7,Low,11.390757830996021,1.4701758451005926
267,Bangalore,28000,Diesel,Manual,First,19.67,1582,126.2,5.0,13.75,5,Low,10.239959789157341,2.6210388241125804
268,Pune,67000,Petrol,Manual,First,19.0,998,66.1,5.0,2.0,11,Low,11.112447898373103,0.6931471805599453
269,Delhi,26000,Diesel,Manual,First,19.64,1461,108.45,5.0,10.0,5,Low,10.165851817003619,2.302585092994046
270,Delhi,120000,Diesel,Manual,First,17.8,1248,76.0,5.0,1.65,11,Low,11.695247021764184,0.5007752879124892
271,Coimbatore,51982,Diesel,Automatic,First,16.55,2993,258.0,5.0,45.77,4,High,10.858652783792339,3.8236288546655506
272,Bangalore,36000,Petrol,Manual,Second,20.36,1197,78.9,5.0,3.25,11,Low,10.491274217438248,1.1786549963416462
273,Pune,47000,Diesel,Manual,First,12.8,2494,102.0,7.0,12.8,5,Low,10.757902880692196,2.5494451709255714
274,Mumbai,60000,Petrol,Manual,Third,17.3,993,60.0,5.0,0.55,19,Low,11.002099841204238,-0.5978370007556204
275,Hyderabad,31025,Diesel,Manual,First,28.4,1248,74.0,5.0,7.15,3,Low,10.342548610072807,1.9671123567059163
276,Pune,105000,Diesel,Manual,Second,12.05,2179,120.0,8.0,7.0,8,Low,11.56171562913966,1.9459101490553132
277,Pune,121900,Diesel,Manual,First,22.95,1248,74.0,5.0,3.75,4,Low,11.710956315469362,1.3217558399823195
278,Mumbai,22695,Petrol,Manual,First,18.88,999,123.24,5.0,8.5,4,Low,10.029899914890565,2.1400661634962708
279,Jaipur,73000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.35,9,Low,11.198214720130528,1.4701758451005926
280,Kochi,32227,Petrol,Manual,First,22.74,796,47.3,5.0,3.26,5,Low,10.380559889496727,1.1817271953786161
281,Jaipur,55000,Petrol,Manual,First,17.0,1497,118.0,5.0,4.21,10,Low,10.915088464214607,1.43746264769429
282,Kochi,11287,Diesel,Automatic,First,12.07,2967,241.4,7.0,70.36,3,High,9.331406899955626,4.253624919869357
283,Mumbai,48000,Diesel,Automatic,Second,17.0,1896,105.0,5.0,2.95,12,Low,10.778956289890028,1.0818051703517284
284,Kochi,54308,Petrol,Manual,First,17.1,1591,121.3,5.0,4.28,9,Low,10.902426824720171,1.4539530095937054
285,Jaipur,78442,Petrol,Automatic,First,16.8,1497,118.0,5.0,3.57,12,Low,11.270114777180543,1.2725655957915476
286,Kolkata,46000,Diesel,Manual,First,21.9,1396,88.8,5.0,3.11,8,Low,10.736396675471232,1.1346227261911428
287,Coimbatore,45051,Petrol,Automatic,First,15.0,1396,98.6,5.0,5.96,7,Low,10.71555046034839,1.7850704810772584
288,Hyderabad,69000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.7,10,High,11.141861783579396,1.547562508716013
289,Ahmedabad,49000,Petrol,Manual,First,17.4,1497,117.3,5.0,6.9,7,Low,10.799575577092764,1.9315214116032138
290,Pune,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,5.25,3,Low,10.714417768752456,1.6582280766035324
291,Pune,64000,Diesel,Automatic,First,18.48,1995,177.0,5.0,28.0,6,High,11.06663836234181,3.332204510175204
292,Delhi,60000,Petrol,Manual,First,18.9,1061,67.0,5.0,1.35,12,Low,11.002099841204238,0.30010459245033816
293,Delhi,62178,Petrol,Manual,First,18.2,1199,88.7,5.0,4.85,6,Low,11.037756518412273,1.5789787049493917
294,Coimbatore,58006,Diesel,Manual,First,15.0,1896,105.0,5.0,6.7,9,High,10.968301732454014,1.9021075263969205
295,Hyderabad,74000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.1,11,Low,11.211820372186306,1.1314021114911006
296,Kochi,77771,Diesel,Automatic,First,19.27,2143,170.0,5.0,18.64,6,High,11.26152389003502,2.925309809257445
297,Pune,45275,Petrol,Manual,First,20.36,1197,78.9,5.0,2.8,9,Low,10.720510282751615,1.0296194171811581
298,Chennai,48000,Diesel,Manual,First,13.68,2393,147.8,7.0,20.25,5,Low,10.778956289890028,3.0081547935525483
299,Kochi,31652,Diesel,Automatic,First,17.68,1968,174.33,5.0,26.78,6,High,10.362556616729083,3.2876553402630266
300,Hyderabad,109000,Diesel,Manual,Second,12.99,2494,100.6,7.0,8.26,11,Low,11.59910316121128,2.1114245875328868
301,Mumbai,31978,Petrol,Manual,First,16.47,1198,73.9,5.0,3.89,6,High,10.372803445345365,1.358409157630355
302,Hyderabad,70000,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,10,Low,11.156250521031495,0.7419373447293773
303,Mumbai,15000,Petrol,Automatic,First,18.0,1497,117.3,5.0,12.69,4,Low,9.615805480084347,2.540814281726296
304,Coimbatore,59138,Diesel,Manual,First,17.0,1405,70.0,5.0,2.58,8,Low,10.987628974775781,0.9477893989335261
305,Kochi,61726,Diesel,Automatic,First,17.68,1968,174.33,5.0,20.77,7,High,11.030460514973196,3.033509637888021
306,Delhi,48000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.26,6,High,10.778956289890028,3.0086484988205373
307,Chennai,58000,Petrol,Manual,Second,17.0,1086,62.1,5.0,1.5,15,Low,10.968198289528557,0.4054651081081644
308,Kolkata,60020,Diesel,Manual,First,17.8,1248,74.0,5.0,2.5,10,Low,11.002433118994357,0.9162907318741551
309,Hyderabad,77815,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,7,Low,11.26208949363911,1.4469189829363254
310,Hyderabad,29000,Diesel,Automatic,First,17.9,2143,201.15,5.0,57.0,4,High,10.275051108968611,4.04305126783455
311,Delhi,44000,Diesel,Automatic,First,12.7,2179,187.7,5.0,44.0,4,High,10.691944912900398,3.784189633918261
312,Hyderabad,108626,Diesel,Manual,First,20.54,1598,103.6,5.0,3.65,10,High,11.595666068509209,1.2947271675944
313,Hyderabad,71791,Petrol,Manual,First,14.0,796,35.0,5.0,2.05,9,Low,11.18151439899016,0.7178397931503168
314,Kochi,91931,Petrol,Manual,First,18.5,1198,86.8,5.0,3.13,9,Low,11.428793574640473,1.1410330045520618
315,Hyderabad,158000,Diesel,Manual,Second,14.07,2956,83.1,7.0,1.5,21,Low,11.970350312009105,0.4054651081081644
316,Pune,91183,Diesel,Manual,First,18.0,1248,75.0,5.0,2.85,9,Low,11.420623755178358,1.0473189942805592
317,Delhi,65000,Petrol,Manual,First,18.9,998,67.1,5.0,2.65,9,Low,11.082142548877775,0.9745596399981308
318,Hyderabad,88428,Diesel,Manual,First,16.0,2179,140.0,7.0,10.6,6,Low,11.389943940555,2.3608540011180215
319,Pune,138000,Diesel,Manual,Second,17.1,1396,70.0,5.0,1.25,13,Low,11.835008964139341,0.22314355131420976
320,Mumbai,18000,Petrol,Manual,First,16.02,1373,93.7,7.0,8.25,3,Low,9.798127036878302,2.1102132003465894
321,Mumbai,60000,Petrol,Automatic,First,11.7,2354,177.6,5.0,4.45,10,Low,11.002099841204238,1.4929040961781488
322,Kolkata,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.7,9,Low,10.778956289890028,1.308332819650179
323,Hyderabad,160000,Diesel,Manual,First,17.8,1399,68.0,5.0,2.8,12,Low,11.982929094215963,1.0296194171811581
324,Kolkata,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,1.8,13,Low,10.596634733096073,0.5877866649021191
325,Kochi,51495,Diesel,Automatic,First,17.68,1968,174.33,5.0,21.95,7,High,10.849239994559902,3.08876713952118
326,Mumbai,30000,Diesel,Automatic,First,9.52,2993,313.0,4.0,49.0,10,High,10.308952660644293,3.8918202981106265
327,Coimbatore,97430,Diesel,Automatic,First,14.75,2967,245.0,7.0,62.67,4,High,11.486889450419387,4.137882864236584
328,Pune,42496,CNG,Manual,First,26.3,998,67.1,5.0,1.4,13,Low,10.657165232836105,0.3364722366212129
329,Pune,83000,Diesel,Manual,First,23.0,1396,90.0,5.0,5.5,9,Low,11.326595886778735,1.7047480922384253
330,Bangalore,37000,Petrol,Automatic,Third,16.95,1197,78.9,5.0,2.95,12,Low,10.51867319162636,1.0818051703517284
331,Kochi,28503,Petrol,Automatic,First,19.0,1199,88.7,5.0,6.86,5,Low,10.25776462387486,1.925707441737794
332,Hyderabad,76496,Diesel,Manual,First,25.2,1248,74.0,5.0,6.15,6,Low,11.244993730865884,1.8164520818184267
333,Pune,79152,Petrol,Manual,Second,18.5,1197,82.85,5.0,3.3,10,Low,11.27912533346749,1.1939224684724346
334,Kolkata,32000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.55,10,High,10.373491181781864,0.9360933591703348
335,Ahmedabad,35000,Petrol,Manual,First,19.7,796,46.3,5.0,1.5,12,Low,10.46310334047155,0.4054651081081644
336,Chennai,105000,Petrol,Automatic,Second,11.3,1794,125.0,5.0,2.5,17,Low,11.56171562913966,0.9162907318741551
337,Chennai,56000,Petrol,Manual,Second,19.7,796,46.3,5.0,1.4,15,Low,10.933106969717286,0.3364722366212129
338,Pune,73000,Diesel,Manual,First,21.12,1248,88.8,5.0,3.4,9,Low,11.198214720130528,1.2237754316221157
339,Pune,38000,Petrol,Manual,First,19.7,796,46.3,5.0,2.25,9,Low,10.545341438708522,0.8109302162163288
340,Kolkata,775000,Diesel,Automatic,First,19.3,1968,141.0,5.0,7.5,8,Low,13.560618308335483,2.0149030205422647
341,Kolkata,80000,Petrol,Automatic,First,11.3,1794,125.0,5.0,2.8,13,Low,11.289781913656018,1.0296194171811581
342,Coimbatore,24973,Petrol,Manual,First,18.6,1197,81.83,5.0,7.66,5,Low,10.125550520230094,2.0360119837525
343,Chennai,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,7.15,5,Low,10.714417768752456,1.9671123567059163
344,Delhi,87430,Petrol,Manual,First,17.0,1497,118.0,5.0,3.5,11,Low,11.378593752174936,1.252762968495368
345,Hyderabad,133944,Diesel,Manual,Second,18.0,1248,75.0,5.0,3.5,7,Low,11.80517708113638,1.252762968495368
346,Kolkata,57000,Diesel,Manual,First,25.8,1498,98.6,5.0,3.45,8,Low,10.950806546816688,1.2383742310432684
347,Coimbatore,27904,Petrol,Manual,First,21.1,814,55.2,5.0,3.55,5,Low,10.236525326708707,1.2669476034873244
348,Kochi,30717,Diesel,Automatic,Second,21.76,1995,190.0,5.0,25.99,6,High,10.332571526242926,3.2577118486533987
349,Bangalore,80000,Diesel,Manual,First,22.32,1582,126.32,5.0,5.25,9,Low,11.289781913656018,1.6582280766035324
350,Ahmedabad,47304,Diesel,Manual,First,21.02,1248,88.8,5.0,2.9,8,Low,10.764350137500665,1.0647107369924282
351,Jaipur,100000,Petrol,Automatic,First,14.45,1984,227.0,5.0,2.05,16,Low,11.512925464970229,0.7178397931503168
352,Pune,30000,Petrol,Manual,First,24.07,998,67.1,5.0,3.75,4,Low,10.308952660644293,1.3217558399823195
353,Mumbai,68000,Diesel,Manual,First,22.7,1498,89.84,5.0,6.75,7,Low,11.127262984158243,1.9095425048844386
355,Hyderabad,21000,Diesel,Automatic,First,19.33,1999,177.0,5.0,52.0,4,High,9.95227771670556,3.9512437185814275
356,Jaipur,119000,Petrol,Manual,Third,13.1,1997,141.1,5.0,3.91,14,Low,11.686878772093667,1.3635373739972745
357,Kochi,13747,Petrol,Automatic,First,14.67,1798,177.46,5.0,27.3,2,Low,9.52857589747142,3.3068867021909143
358,Chennai,620000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.7,12,Low,13.337474757021274,0.9932517730102834
359,Delhi,70000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.5,8,Low,11.156250521031495,1.252762968495368
360,Mumbai,18000,Petrol,Automatic,First,18.5,1197,83.14,5.0,6.2,5,Low,9.798127036878302,1.824549292051046
361,Chennai,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,2.75,10,High,11.326595886778735,1.0116009116784799
362,Mumbai,130000,Diesel,Manual,First,23.4,1248,74.0,5.0,3.25,6,Low,11.77528972943772,1.1786549963416462
363,Pune,63400,Diesel,Manual,First,17.8,1399,67.0,5.0,3.25,9,Low,11.057219140425318,1.1786549963416462
364,Kolkata,65000,Petrol,Manual,First,17.3,993,60.0,5.0,0.65,18,Low,11.082142548877775,-0.4307829160924542
365,Pune,8350,Petrol,Manual,First,13.8,1998,192.0,5.0,35.0,4,High,9.030016817844901,3.5553480614894135
366,Kolkata,45000,Diesel,Manual,First,23.59,1364,67.05,5.0,3.25,7,Low,10.714417768752456,1.1786549963416462
367,Kolkata,26200,Petrol,Manual,First,24.7,796,47.3,5.0,2.9,3,Low,10.173514689749188,1.0647107369924282
368,Bangalore,11000,Petrol,Manual,Third,18.9,796,47.0,5.0,2.9,10,Low,9.305650551780507,1.0647107369924282
369,Bangalore,90000,Diesel,Automatic,Second,11.0,2993,235.0,5.0,17.75,12,High,11.407564949312402,2.8763855159214247
370,Mumbai,74000,Petrol,Automatic,Second,11.07,2496,179.5,5.0,8.25,6,High,11.211820372186306,2.1102132003465894
371,Coimbatore,37081,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.77,6,Low,10.52085998803243,1.7526720805200082
372,Hyderabad,39000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.49,4,Low,10.571316925111784,2.2502386126218363
373,Mumbai,99000,Diesel,Automatic,Third,12.07,2967,241.4,7.0,12.95,13,High,11.502875129116727,2.5610957881455465
374,Chennai,38000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.0,6,High,10.545341438708522,2.995732273553991
375,Chennai,72000,Petrol,Manual,Third,16.1,796,37.0,4.0,1.0,14,Low,11.184421397998193,0.0
376,Chennai,93000,Diesel,Manual,Second,20.45,1461,83.8,5.0,7.1,6,Low,11.440354772135393,1.9600947840472698
377,Mumbai,5900,Diesel,Manual,First,21.43,1364,87.2,5.0,16.5,4,Low,8.68270762989381,2.803360380906535
378,Chennai,25000,Diesel,Manual,First,15.8,2148,170.0,5.0,26.0,7,High,10.126631103850338,3.258096538021482
379,Hyderabad,68000,Diesel,Manual,Second,21.1,1248,73.9,5.0,3.2,11,Low,11.127262984158243,1.1631508098056809
380,Kochi,35676,Petrol,Automatic,First,16.0,1497,117.3,7.0,9.48,4,Low,10.482233472786097,2.2491843162669305
381,Kochi,74310,Diesel,Manual,First,24.4,1120,71.0,5.0,4.0,6,Low,11.216000811151515,1.3862943611198906
382,Jaipur,59364,Diesel,Automatic,First,14.21,2143,203.0,5.0,26.5,7,High,10.991443261015709,3.2771447329921766
383,Kochi,41380,Petrol,Automatic,Second,14.8,1595,120.7,5.0,11.77,7,High,10.630552951299533,2.4655539212721855
384,Bangalore,33900,Diesel,Automatic,First,15.0,2143,204.0,5.0,37.0,4,High,10.431170293368542,3.6109179126442243
385,Mumbai,28000,Petrol,Manual,First,17.8,1497,117.3,5.0,8.75,5,Low,10.239959789157341,2.169053700369523
386,Hyderabad,50958,Petrol,Manual,First,17.0,1086,62.1,5.0,1.95,14,Low,10.838757043008064,0.6678293725756554
387,Chennai,93982,Petrol,Manual,First,17.0,1497,118.0,5.0,3.75,10,Low,11.45085855355401,1.3217558399823195
388,Pune,95000,Petrol,Manual,First,16.2,1599,103.2,5.0,2.5,11,Low,11.461632170582678,0.9162907318741551
389,Mumbai,9000,Petrol,Automatic,First,13.5,1999,246.74,5.0,34.5,4,High,9.104979856318357,3.5409593240373143
390,Delhi,52516,Petrol,Manual,First,18.0,1198,86.7,5.0,4.65,6,Low,10.868873164054001,1.536867219599265
391,Bangalore,20000,Petrol,Automatic,First,18.86,1598,122.0,4.0,32.0,6,High,9.903487552536127,3.4657359027997265
392,Coimbatore,56451,Diesel,Automatic,First,13.5,2987,282.0,5.0,62.81,4,High,10.941128284212754,4.140114296466289
393,Chennai,37000,Petrol,Manual,First,21.1,814,55.2,5.0,3.25,7,Low,10.51867319162636,1.1786549963416462
394,Kolkata,17400,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,7,Low,9.764225485202621,1.1314021114911006
395,Coimbatore,90207,Diesel,Manual,First,21.1,1248,73.9,5.0,3.91,10,Low,11.409862308361086,1.3635373739972745
396,Chennai,89616,Diesel,Automatic,First,16.07,1995,181.0,5.0,11.0,10,High,11.403289154449613,2.3978952727983707
397,Pune,85000,Diesel,Manual,First,13.49,2179,138.03,5.0,3.5,7,Low,11.350406535472453,1.252762968495368
398,Chennai,79271,Diesel,Automatic,First,20.38,1968,143.0,5.0,16.5,7,High,11.280627640864537,2.803360380906535
399,Hyderabad,56000,Diesel,Automatic,First,12.7,2179,187.7,5.0,30.0,9,High,10.933106969717286,3.4011973816621555
400,Pune,85001,Diesel,Automatic,Second,12.0,2987,224.0,7.0,28.0,11,High,11.350418300109132,3.332204510175204
401,Hyderabad,12000,Diesel,Automatic,First,13.5,2477,175.56,7.0,28.0,3,Low,9.392661928770137,3.332204510175204
402,Jaipur,125000,Petrol,Manual,First,19.7,796,46.3,5.0,0.92,11,Low,11.736069016284437,-0.08338160893905101
403,Pune,53000,Petrol,Manual,First,14.0,1061,64.0,5.0,2.75,8,Low,10.87804719253426,1.0116009116784799
404,Coimbatore,34990,Diesel,Automatic,First,12.7,2179,187.7,5.0,53.83,4,High,10.462817585361734,3.985830932572866
405,Pune,49768,Petrol,Manual,Second,17.01,1591,121.3,5.0,4.95,10,Low,10.815127486194855,1.599387576580599
406,Hyderabad,56000,Diesel,Automatic,First,16.73,2993,218.0,5.0,33.5,8,High,10.933106969717286,3.5115454388310208
407,Bangalore,75000,Diesel,Automatic,First,14.74,2993,270.9,5.0,27.95,8,High,11.225243392518447,3.3304171996011083
408,Hyderabad,57000,Petrol,Automatic,First,13.7,1798,157.75,5.0,7.25,11,Low,10.950806546816688,1.9810014688665833
409,Kochi,37542,Diesel,Automatic,First,15.73,1968,174.33,5.0,25.71,4,High,10.533215585226419,3.246880021277798
410,Coimbatore,95649,Diesel,Automatic,First,12.7,2179,187.7,5.0,29.67,7,High,11.468440520030684,3.3901364343027307
411,Jaipur,35299,Diesel,Automatic,First,14.84,2143,170.0,5.0,19.0,8,High,10.471609913908228,2.9444389791664403
412,Kochi,28464,Diesel,Manual,First,15.4,2179,120.0,7.0,13.05,4,Low,10.256395409905616,2.5687881337687024
413,Mumbai,41000,Diesel,Automatic,First,21.76,1995,190.0,5.0,25.5,6,High,10.621327345686446,3.2386784521643803
414,Pune,9000,Petrol,Manual,First,15.4,1497,117.3,7.0,8.5,4,Low,9.104979856318357,2.1400661634962708
415,Chennai,92098,Diesel,Automatic,Second,16.0,2400,215.0,5.0,7.25,11,High,11.430608506481011,1.9810014688665833
416,Pune,5834,Petrol,Manual,First,13.2,1495,94.0,5.0,0.8,16,Low,8.671458150427666,-0.2231435513142097
417,Jaipur,40250,Petrol,Manual,First,17.19,1197,81.86,5.0,6.9,4,Low,10.60286528284671,1.9315214116032138
418,Coimbatore,22397,Petrol,Automatic,First,11.5,2996,367.0,5.0,70.99,3,High,10.01668230030247,4.262539022051294
419,Kolkata,20800,Petrol,Manual,Second,21.1,814,55.2,5.0,2.25,6,Low,9.94270826568941,0.8109302162163288
420,Kochi,40322,Petrol,Manual,First,18.9,1197,81.86,5.0,5.5,3,Low,10.604652504689657,1.7047480922384253
421,Mumbai,52576,Petrol,Manual,First,13.0,1493,100.0,5.0,4.35,8,Low,10.870015020836995,1.4701758451005926
422,Kolkata,55000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.25,11,High,10.915088464214607,0.8109302162163288
423,Mumbai,47000,Petrol,Automatic,First,15.26,1798,187.74,5.0,24.5,5,High,10.757902880692196,3.1986731175506815
